"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"198","Hamilton (Hot Saucers)","College","Women","Clinton","NY","/teams/events/Eventteam/?TeamId=P%2fLiohaIKHSb70E2d4zdHR7FQQplIq4gfGhTz31gIg4%3d",NA,NA,NA,NA,NA,NA,9,8,111,0.0252413475100862
"199","Miami (Southern Tropical Depressions)","College","Women","Coral Gables","FL","/teams/events/Eventteam/?TeamId=xO1HeITWsIAu6DFE3Y1NrpGr8uBtF%2fr72P33xhQ6Ey0%3d",195,"Miami",323,"Division I","Southeast","Florida DI",7,13,154,0.0242182290080259
"200","William & Mary (Mother Huckers)","College","Women","Williamsburg","VA","/teams/events/Eventteam/?TeamId=UdHEyOdObuuLU%2beZ%2bZlF28B1kZzIaV8A0P0mznh5MeA%3d",156,"William & Mary",668,"Division I","Atlantic Coast","Virginia DI",8,21,303,0.0241738706200977
"201","Georgia Tech-B (Georgia Tech)","College","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=39Z4xjXUIBNk%2fpvSq413RPW17wqxSob7%2bFyhudf32TM%3d",NA,NA,NA,NA,NA,NA,4,2,105,0.0240133522382166
"202","Gonzaga (ZULU)","College","Women","Spokane","WA","/teams/events/Eventteam/?TeamId=tLQ2RW6p0DMY5Sog640TbA%2beArulR%2bSFhA0c%2feyK8Jw%3d",NA,NA,NA,NA,NA,NA,1,4,107,0.0239050156415527
"203","Wisconsin-Eau Claire (SOL)","College","Women","Eau Claire","WI","/teams/events/Eventteam/?TeamId=GpiWyqEz5Jh7bge1s44n4KUagw%2bvGSMvilf1qZurhL8%3d",171,"Wisconsin-Eau Claire",570,"Division I","North Central","Lake Superior DI",9,10,307,0.02290732105895
"204","UCLA-B (UCLA Midas)","College","Women","Los Angeles","CA","/teams/events/Eventteam/?TeamId=bAt6dpEiGYZh2J5LnUy5%2bS7tCrsKQryHmZjZevX1L58%3d",NA,NA,NA,NA,NA,NA,6,6,273,0.0218220926064585
"205","Wake Forest  (Ruckus)","College","Women","Winston-Salem","NC","/teams/events/Eventteam/?TeamId=qXG6f%2bi7evYJOABVbb97pusmAQCuNW4V80iETttBRzk%3d",174,"Wake Forest",538,"Division I","Atlantic Coast","Carolina DI",5,17,287,0.0215825610751152
"206","Wooster (Betty Gone Wild)","College","Women","Wooster","OH","/teams/events/Eventteam/?TeamId=oJc5aIAyNkb3FqIWQjXcqzoiDsUt%2frp7pzylVPu0xqk%3d",106,"Wooster",1010,"Division III","Ohio Valley","Ohio DIII",17,8,314,0.0208784632629209
"207","Ohio (Stacked)","College","Women","Athens","OH","/teams/events/Eventteam/?TeamId=YSA%2bf%2fsYz3rBDTORSuEf6fflmT0ssUZgPZ1ySB8mRO8%3d",144,"Ohio",785,"Division I","Ohio Valley","Ohio DI",11,9,193,0.0207433485824354
"208","North Carolina-Asheville (Hellbenders)","College","Women","Asheville","NC","/teams/events/Eventteam/?TeamId=rdx9q6ZUKtHQENjJm%2bTSJljNMcJVVStg1MFtxBNRcqw%3d",163,"North Carolina-Asheville",633,"Division III","Atlantic Coast","Atlantic Coast DIII",9,12,174,0.0196497789364923
"209","Richmond (Richmond Redhots)","College","Women","Richmond","VA","/teams/events/Eventteam/?TeamId=h%2fLHIvvLejD4pEjT0ZrcG80ujYRT5pJGbcvfu13N7%2fo%3d",127,"Richmond",864,"Division III","Atlantic Coast","Atlantic Coast DIII",13,6,221,0.0186286150140593
"210","George Washington (G-dub Hippos A)","College","Women","Washington","DC","/teams/events/Eventteam/?TeamId=TumuqVImLwdfPHUGTkihqoeZeLnHaCPw8k2NRmPismU%3d",151,"George Washington",717,"Division I","Atlantic Coast","Colonial DI",10,19,98,0.0181100821357409
"211","Tennessee-Chattanooga (Moxie)","College","Women","Chattanooga","TN","/teams/events/Eventteam/?TeamId=Y73ak340Rd22gAgKFTsPAi%2f1HOt1JkVxXjTIfoqri0E%3d",183,"Tennessee-Chattanooga",430,"Division I","Southeast","Southern Appalachian DI",5,13,255,0.0174029404798375
"212","Virginia Tech (Burnettes)","College","Women","Blacksburg","VA","/teams/events/Eventteam/?TeamId=6nJs1k%2fEk7TqqU4m7KOUAxannsz7mBLvsrJTrn2Ypkw%3d",113,"Virginia Tech",957,"Division I","Atlantic Coast","Virginia DI",8,18,286,0.0166353375987814
"213","Ohio Northern (Lightside)","College","Women","Ada","OH","/teams/events/Eventteam/?TeamId=HuoNfKYRjlS2XXAn6ArmlV3X37zd07tosmHBMjS5CaE%3d",NA,NA,NA,NA,NA,NA,7,7,194,0.0158391356427079
"214","Vassar (Boxing Nuns)","College","Women","Poughkeepsie","NY","/teams/events/Eventteam/?TeamId=QWdQJAKVgWGuGNZMD6q202tCDvVV6KSEd6FVTzqJ6ww%3d",NA,NA,NA,NA,NA,NA,3,10,279,0.0146622406934152
"215","Marquette (Moxie)","College","Women","Milwaukee","WI","/teams/events/Eventteam/?TeamId=iFzvCupcxJ%2fvb%2f98%2flH0CYeAxGU6zhpXcw7%2bTDkoi%2bQ%3d",204,"Marquette",197,"Division I","North Central","Lake Superior DI",4,15,146,0.012887980569526
"216","Minnesota-Duluth (LakEffect)","College","Women","Duluth","MN","/teams/events/Eventteam/?TeamId=k1w4DJ8RueiWBevgrRYhFxH6RyrZ6qTli%2bj7aP0cZfw%3d",189,"Minnesota-Duluth",400,"Division I","North Central","Western North Central DI",7,17,159,0.0128076144549687
"217","Virginia Commonwealth (Vendetta)","College","Women","Richmond","VA","/teams/events/Eventteam/?TeamId=MuwLlx4A3fZ9xMVizIE2x2r%2boBI0HoxsyeRjyhH%2ftFk%3d",160,"Virginia Commonwealth",651,"Division I","Atlantic Coast","Virginia DI",9,18,285,0.012021563206318
"218","New Hampshire (Oriza Ultimate)","College","Women","Durham","NH","/teams/events/Eventteam/?TeamId=utcXuzk8mMQBn%2b0ga5%2bHJFJYJ4AVwQGVFWmaJ7UVaRg%3d",NA,NA,NA,NA,NA,NA,5,8,172,0.0119208332706577
"219","Mary Washington (Mary Massacre)","College","Women","Fredericksburg","VA","/teams/events/Eventteam/?TeamId=%2blYLJ%2f4DynXWdm%2fFO7YfOa4i%2b3Tzg%2fmCKG8rz9Cj04M%3d",157,"Mary Washington",657,"Division III","Atlantic Coast","Atlantic Coast DIII",9,13,147,0.0117503966579708
"220","Georgia State (Vixen)","College","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=qN7OFt0iCBYoeaXG9sbpJ%2blceZFkJ2FivUbRqTt27Uk%3d",192,"Georgia State",362,"Division I","Southeast","Southern Appalachian DI",4,12,104,0.0112507198794696
"221","Grinnell-B (Grinneleanor Roosevelt)","College","Women","Grinnell","IA","/teams/events/Eventteam/?TeamId=9k8fV%2bKfBO33oy21sSn8fSHnUk2N1xRXS0LlWdOO5jk%3d",213,"Grinnell B",114,"Developmental","North Central","North Central DIII",4,15,109,0.010253303683481
"222","Wesleyan-B (Vicious Circus B)","College","Women","Middletown","CT","/teams/events/Eventteam/?TeamId=N24W0LTcYmvgzg5RSrHik6TAxtfzmNHgqa4GNONc9DY%3d",NA,NA,NA,NA,NA,NA,1,5,294,0.0102300718041467
"223","North Park (Allihopa)","College","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=mOrucXaAQgqvK2tS00t9LLnAumTHLJe8icG68TGtsTc%3d",182,"North Park",431,"Division III","Great Lakes","Great Lakes DIII",16,8,180,0.0100413690366644
"224","Baylor (Intrigue)","College","Women","Waco","TX","/teams/events/Eventteam/?TeamId=ZdR0ackffPnDPiklSfoRLsx4ya%2bHWuJg7WNvagA3ljk%3d",NA,NA,NA,NA,NA,NA,1,4,17,0.00989985834234923
"225","Ohio Wesleyan (Yetis)","College","Women","Delaware","OH","/teams/events/Eventteam/?TeamId=fxHlwn7uTAvfUPkCmgFfKDvwHcWdLLN62KehjWqwrYA%3d",185,"Ohio Wesleyan",425,"Division III","Ohio Valley","Ohio DIII",11,16,197,0.00970692576060725
"226","Northeastern-B (Valkyries)","College","Women","Boston","MA","/teams/events/Eventteam/?TeamId=0zXaKC%2fEhvZKpK09HRq%2bnVcItvt9NvoLQbTUlr2iVZw%3d",188,"Northeastern B",400,"Developmental","New England","New England Dev",16,12,181,0.00931877554646655
"227","Harvard-B (Harvard)","College","Women","Cambridge","MA","/teams/events/Eventteam/?TeamId=Y5MSld9Hrqx%2fd%2fhCiXYDRynGOL4UqqpSuzoI9rUAOmI%3d",NA,NA,NA,NA,NA,NA,4,7,114,0.00852451455668942
"228","Wheaton (Illinois) (Wheaton Mastodonnas)","College","Women","Wheaton","IL","/teams/events/Eventteam/?TeamId=ic0r959TyFyWMt8RcQymhFUHaTnh72HCRopRXzk5JLg%3d",193,"Wheaton (Illinois)",340,"Division III","Great Lakes","Great Lakes DIII",11,8,300,0.00803759863197589
"229","Appalachian State (Nonads)","College","Women","Boone","NC","/teams/events/Eventteam/?TeamId=l88cnPjgfgbuguwwgV4Y6T2KmDgNewIpABq926kQYJU%3d",190,"Appalachian State",387,"Division I","Atlantic Coast","Carolina DI",1,15,9,0.0078717358453308
"230","Whitman (Sweets (D-III))","College","Women","Walla Walla","WA","/teams/events/Eventteam/?TeamId=vPsOtsvd7UNbvoiu7VVskYrND82Mpx40loHRLK5J4c8%3d",NA,NA,NA,NA,NA,NA,1,5,301,0.00779300632076383
"231","Edinboro (Shaggus )","College","Women","Edinboro","PA","/teams/events/Eventteam/?TeamId=AM8%2biy15AO2VOqrRyVkmZdrQa2TvSyg4oJltzmJ3VN0%3d",181,"Edinboro",444,"Division I","Ohio Valley","Pennsylvania DI",5,10,86,0.00768538014551884
"232","Knox (Mary Todd)","College","Women","Galesburg","IL","/teams/events/Eventteam/?TeamId=FvFhmFUke3g27%2f9QC6OuHGnymwTtWoKPanMa4Sf1SuY%3d",NA,NA,NA,NA,NA,NA,7,13,136,0.00745013004803591
"233","Northern Michigan (Aurora)","College","Women","Marquette","MI","/teams/events/Eventteam/?TeamId=KIbHnBIStUot29ieBksDYftDIExzU86eHJH%2bELopO7Q%3d",NA,NA,NA,NA,NA,NA,2,7,184,0.00741141191297596
"234","Wisconsin-B (Atropa)","College","Women","Madison","WI","/teams/events/Eventteam/?TeamId=dBg3WYAosXbBcHXWd1MsvvuzY6XhuUoUpvPloDyI3%2f8%3d",199,"Wisconsin B",294,"Developmental","North Central","Lake Superior DI",7,17,306,0.0070807229423662
"235","Arizona-B (Sirens)","College","Women","Tucson","AZ","/teams/events/Eventteam/?TeamId=Zb7DM7dFyqfcGQxTCLni6E0WL0nZb3ei9%2bGNg%2fmXIUc%3d",NA,NA,NA,NA,NA,NA,1,10,10,0.00696650504651946
"236","Maine (Boy Named Sue)","College","Women","Orono","ME","/teams/events/Eventteam/?TeamId=lKq3eI7srkIRRLP7aX%2fPPYt6OxIsXXXY13Db2A3Gu6E%3d",NA,NA,NA,NA,NA,NA,1,4,145,0.00680224973373873
"237","Brandeis (Banshee)","College","Women","Waltham","MA","/teams/events/Eventteam/?TeamId=Mjn5%2bmxZxdJOG9N4888HYK6N5I7ZdubGIxCN9i8O0sI%3d",154,"Brandeis",688,"Division III","New England","Metro Boston DIII",11,10,25,0.00662683657573274
"238","Washington University-B (Washington University (Locamotive))","College","Women","St.Louis","MO","/teams/events/Eventteam/?TeamId=jnhBifDdgm9b4q61VhtC99%2bmn4%2bN%2b8e9BwKaoDDP410%3d",203,"Washington University B",240,"Developmental","South Central","Ozarks DI",5,14,290,0.0061552019258652
"239","Salisbury (Flash)","College","Women","Salisbury","MD","/teams/events/Eventteam/?TeamId=tRb0Esip%2bZY2O1ZNHmwIRnEZ%2biWZRUjoFdMThNzUHQg%3d",180,"Salisbury",455,"Division I","Atlantic Coast","Colonial DI",8,20,227,0.00613456448621831
"240","Pittsburgh-B (High Voltage)","College","Women","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=65VtgXMDsikvKe0F1dzrRnHX9FpycrCD1hTJwXUvIUU%3d",173,"Pittsburgh B",543,"Division I","Ohio Valley","Pennsylvania DI",6,12,208,0.0058485806800077
"241","Xavier (Ignition)","College","Women","Cincinnati","OH","/teams/events/Eventteam/?TeamId=ikT3FmTJIuyxQ%2b5yoFzXK56PJ%2f3qOkgc8a45yELWs%2f0%3d",NA,NA,NA,NA,NA,NA,4,9,316,0.00560004377311124
"242","Toronto (Toronto)","College","Women","Toronto","Ontario","/teams/events/Eventteam/?TeamId=6zPNOuL1oKnfTGWUCo0zskn%2fiSqqn8KkwfSi4hxpnZY%3d",NA,NA,NA,NA,NA,NA,2,2,265,0.00551359185827886
"243","Harding (Skybisons)","College","Women","Searcy","AR","/teams/events/Eventteam/?TeamId=TDPgKMwy%2fEPqG0fl7%2bbnlKOPqvMjxZUXA1qx6eHeIB8%3d",202,"Harding",255,"Division III","South Central","South Central DIII",3,10,112,0.0047951208193342
"244","Northwestern-B (GungHo B )","College","Women","Evanston","IL","/teams/events/Eventteam/?TeamId=qqo%2fcHQP502rN6r4xRJrLVBUEnw4Lr1RsAo1iUkDByU%3d",222,"Northwestern B",-129,"Developmental","Great Lakes","Illinois DI",4,15,185,0.00455799797168624
"245","SUNY-Albany (Deception)","College","Women","Albany","NY","/teams/events/Eventteam/?TeamId=onpxk7favlKwNABcAd7ANYyj4fKFKqbGeAigbUq%2fwv4%3d",NA,NA,NA,NA,NA,NA,8,5,244,0.00451773902911805
"246","Connecticut College (Aletheia )","College","Women","New London","CT","/teams/events/Eventteam/?TeamId=XiICPAxng6nfWTG9Ou7X3JJOwyi9vZQYik5qOF1%2bIkg%3d",NA,NA,NA,NA,NA,NA,3,9,69,0.00451143901958603
"247","Worcester Polytech (Double Shot)","College","Women","Worcester","MA","/teams/events/Eventteam/?TeamId=kMm3IN6e0khNZe5tJhWb8sIBwRJVIRoI2YSENIj%2bvIc%3d",NA,NA,NA,NA,NA,NA,4,7,315,0.00440425711182552
"248","Miami (Ohio) (Pac Attack)","College","Women","Oxford","OH","/teams/events/Eventteam/?TeamId=DPUTWk0gf1kDcZdj%2fAdkdowbJPYY77UvO%2bYh2d5qypU%3d",191,"Miami (Ohio)",375,"Division I","Ohio Valley","Ohio DI",4,14,153,0.00439241277743196
"249","Boston College -B (Boston College B)","College","Women","Chestnut Hill","MA","/teams/events/Eventteam/?TeamId=thGnlO0ymjOyL4ANrnsfekkRR7Pg3GYBGcUoVgLurss%3d",NA,NA,NA,NA,NA,NA,3,2,21,0.00422967324893611
"250","Kansas-B (Betty Ultimate B)","College","Women","Lawrence","KS","/teams/events/Eventteam/?TeamId=5w4XAjYw%2fX0sy2o0w8I4Yke%2fejVW7APFxZqCVwE0x0c%3d",214,"Kansas B",75,"Division I","South Central","Ozarks DI",2,17,131,0.00416052362158325
"251","Vermont-B (Vermont B)","College","Women","Burlington","VT","/teams/events/Eventteam/?TeamId=msR6whur8mvBiqro%2foxyEqhKxfRaUmTseWoSgLLJLuc%3d",196,"Vermont B",310,"Developmental","New England","New England Dev",12,8,280,0.00412278058980539
"252","Davidson (DUFF Women)","College","Women","Davidson","NC","/teams/events/Eventteam/?TeamId=cI5Fkaw3Pj%2bnNQgx9zkeVB43de5xBjkIwh54hScjPJ4%3d",209,"Davidson",150,"Division III","Atlantic Coast","Atlantic Coast DIII",3,14,74,0.00398081754786506
"253","Ithaca (Kweezy)","College","Women","Ithaca","NY","/teams/events/Eventteam/?TeamId=2o84ZV%2fk%2fR0G2EyS6n2tB2fmq%2bwETziQ%2bXPlkBUdj54%3d",187,"Ithaca",414,"Division III","Metro East","Western NY DIII",6,21,126,0.00385918299549465
"254","Cornell-B (Thorny Roses)","College","Women","Ithaca","NY","/teams/events/Eventteam/?TeamId=yxyKbJxa%2bzwelMh4qUj%2f0kQVTEArJ4YznmGdYJAz20Y%3d",211,"Cornell B",131,"Developmental","Metro East","Western NY DI",5,21,70,0.00382915391818923
"255","Wisconsin-La Crosse -B (Biddasweet)","College","Women","La Crosse","WI","/teams/events/Eventteam/?TeamId=IvDmeTgfpDYGU%2bkfd1FiDh20cFkM9unjWYPaTV5VWc4%3d",NA,NA,NA,NA,NA,NA,1,9,308,0.00354182383799224
"256","Reed (Reed Ruckus)","College","Women","Portland","OR","/teams/events/Eventteam/?TeamId=pzloBRks4OqLD17NDQlkJ9wZca5uaC5Ts2ZhM7lEr5E%3d",NA,NA,NA,NA,NA,NA,0,6,216,0.0032349326336857
"257","Wooster-B (Wooster B)","College","Women","Wooster","OH","/teams/events/Eventteam/?TeamId=QzmMldMdsOmrNMC7N2dkQ%2bLoY%2fPGJwa26Ei2mlmhhDg%3d",217,"Wooster B",-15,"Developmental","Ohio Valley","Ohio DIII",4,14,313,0.00303424582243739
"258","Ohio State-B (Fever-B)","College","Women","Columbus","OH","/teams/events/Eventteam/?TeamId=Zi8NZiBjK9noHZqwVLlc8Ve6DUXZL5oADFjS377yTbM%3d",NA,NA,NA,NA,NA,NA,11,13,195,0.00292324282995709
"259","Yale (Ramona)","College","Women","New Haven","CT","/teams/events/Eventteam/?TeamId=XRi%2bNRnXBFFhgihedn%2bLQinxQavRAyapGMG16DsPkfE%3d",NA,NA,NA,NA,NA,NA,3,10,317,0.00291496261713376
"260","SUNY-Fredonia (Turtlicious Turtles)","College","Women","Fredonia","NY","/teams/events/Eventteam/?TeamId=afzI9NB03X6CtvoWW%2fnsgivy9E41l4vUcYhNX%2f5jj7o%3d",NA,NA,NA,NA,NA,NA,6,7,247,0.00284649073052906
"261","Belmont (URSA)","College","Women","Nashville","TN","/teams/events/Eventteam/?TeamId=fmvlqzEpocOwqRuaA3ThceIs4es4C%2fhhuQbEh2zCMwg%3d",NA,NA,NA,NA,NA,NA,2,4,18,0.00283743320840245
"262","Michigan-B (BFLY)","College","Women","Ann Arbor","MI","/teams/events/Eventteam/?TeamId=9%2fqgUr70RkKvYk7ehhJwT8rIbVm9Q7L5Ve4QgRi2MHQ%3d",198,"Michigan B",298,"Developmental","Great Lakes","Eastern Great Lakes DI",6,21,155,0.00275481528303144
"263","Stonehill (Stonehill College Women's Ultimate)","College","Women","Easton","MA","/teams/events/Eventteam/?TeamId=XEkuVOKuS%2fvqxaltKyOWpKr5HCB92vp6GG3Kon0E8wI%3d",NA,NA,NA,NA,NA,NA,2,5,243,0.00274819839990829
"264","Maryland-Baltimore County (Shazam!)","College","Women","Baltimore","MD","/teams/events/Eventteam/?TeamId=vpSfJ8BpGm5waWX6ANQX%2bZaCA4EViwOkr72XkUzKCK8%3d",NA,NA,NA,NA,NA,NA,3,10,149,0.00274219800239978
"265","SUNY Cortland (SUNY Cortland)","College","Women","Cortland","NY","/teams/events/Eventteam/?TeamId=pYBTt4ooeMNhHwdtS37vB6vtAYV0BOPWApRJU2bXrn4%3d",220,"SUNY Cortland",-84,"Division III","Metro East","Western NY DIII",2,22,251,0.00257924779392332
"266","Cal Poly-SLO-B (SLO Motion B)","College","Women","San Luis Obispo","CA","/teams/events/Eventteam/?TeamId=Ub3bz4f25EDFr5sTSW%2f7OzFApEMGv0mbbOChB70vHTg%3d",NA,NA,NA,NA,NA,NA,0,6,30,0.00242876447602153
"267","Fordham  (Fordham Ultimate)","College","Women","Bronx","NY","/teams/events/Eventteam/?TeamId=68Z0R9gVxBhpgnvivut3yQINH3sOuf%2bXJsNyE%2b5iMjQ%3d",NA,NA,NA,NA,NA,NA,0,6,94,0.00220617551518731
"268","Pennsylvania-B (Venus)","College","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=vFt8lIl%2fQDXmgswT%2bITnqSTZD51jdKJyaVxruYaLQ7E%3d",NA,NA,NA,NA,NA,NA,10,9,205,0.00220322802872721
"269","Connecticut-B (UConn Huskies B Team)","College","Women","Storrs","CT","/teams/events/Eventteam/?TeamId=eKNW0BDr3B1D8U%2bRyS%2f3x4uWbg5XJrw1FQCpgcBGNZ4%3d",NA,NA,NA,NA,NA,NA,3,9,67,0.00205074167029614
"270","Kenyon (Ransom)","College","Women","Gambier","OH","/teams/events/Eventteam/?TeamId=cvoGMkdfwg35e9id794HNyHDA0EhgCFnSYe30vvFe2A%3d",NA,NA,NA,NA,NA,NA,3,4,135,0.00202107963534366
"271","Syracuse (Fox Force Seven)","College","Women","Syracuse","NY","/teams/events/Eventteam/?TeamId=iYFS3lttFjJjBubnZ1FUFcdBFGhNOM7chpR%2be%2bl2f6U%3d",207,"Syracuse",165,"Division I","Metro East","Western NY DI",3,12,253,0.00200476646298189
"272","Toledo (Flying Vs)","College","Women","Toledo","OH","/teams/events/Eventteam/?TeamId=QOpCwW4lrLllqyTWV82K5Ag%2fz4zHD6eRUZFCiGbEF8w%3d",NA,NA,NA,NA,NA,NA,4,9,264,0.00197790985106963
"273","Shippensburg (Bellewethers)","College","Women","Shippensburg","PA","/teams/events/Eventteam/?TeamId=za%2buCtQzC0l73submoTKJ2tRSJbbW8yv7bIp9ilPnjo%3d",NA,NA,NA,NA,NA,NA,2,7,231,0.00192780508903131
"274","Goucher (All You Can Eat)","College","Women","Baltimore","MD","/teams/events/Eventteam/?TeamId=g9BiODFA6TXDKW4cIs9YsQ2WxDIV3L6Y7L%2f5kEMF00c%3d",216,"Goucher",68,"Division III","Atlantic Coast","Atlantic Coast DIII",6,12,108,0.00186437312618925
"275","Virginia-B (Virginia)","College","Women","Charlottesville","VA","/teams/events/Eventteam/?TeamId=%2fGr7S5nSrDv%2fxx2E1oI1WK2zzzHfFDX%2bDwsMWDdsRG4%3d",197,"Virginia B",302,"Developmental","Atlantic Coast","Atlantic Coast Dev",5,25,283,0.00169583135087997
"276","Towson-B (Hammertime B)","College","Women","Towson","MD","/teams/events/Eventteam/?TeamId=smT9U%2bsTba0B1Z8svgpoD7LG%2fPRfTSuf5LHBD%2bTSLu0%3d",219,"Towson B",-78,"Developmental","Atlantic Coast","Atlantic Coast Dev",7,18,266,0.00168312230929492
"277","George Washington-B (G Dub Hippos B)","College","Women","Washington","DC","/teams/events/Eventteam/?TeamId=udygJVQ7F7Ey0d3mPXrPYuR3yXkZXMO8%2fYDsDBsgzj8%3d",229,"George Washington B",-317,"Developmental","Atlantic Coast","Atlantic Coast Dev",3,13,97,0.00118080826479362
"278","Tufts-B (BWO)","College","Women","Medford","MA","/teams/events/Eventteam/?TeamId=PO%2bJJ%2bdVP3kiq6Y3zuGkAGM2MtI1gqINjsE4wRgH6pY%3d",NA,NA,NA,NA,NA,NA,3,1,270,0.00115416903509891
"279","Hartford (Hartford Biddies)","College","Women","Hartford","CT","/teams/events/Eventteam/?TeamId=V3NmbLSNxxow55zRen6WawNf4q%2bDtMR9zkhAknacZFc%3d",NA,NA,NA,NA,NA,NA,0,6,113,0.00115155293924796
"280","Princeton-B (Stopwatch)","College","Women","Princeton","NJ","/teams/events/Eventteam/?TeamId=VScXJ0NJQVwrLXHihkdihtGyxZDLfoQhja1ZdECLsp8%3d",230,"Princeton B",-357,"Developmental","Metro East","Eastern Metro East DI",0,16,212,0.00112049369769849
"281","Georgetown-B (Georgetown B- Biddin' Foyas)","College","Women","Washington","DC","/teams/events/Eventteam/?TeamId=k5dnayFnMwAhJXnFD37jgKgfetGgaMlJr2UPI%2fZeXzs%3d",201,"Georgetown B",274,"Developmental","Atlantic Coast","Atlantic Coast Dev",9,10,99,0.00095820875632848
"282","Brown-B (Cosmic Rays)","College","Women","Providence","RI","/teams/events/Eventteam/?TeamId=YxOREjumPfZejpJWHX%2fGSo%2fOxqVM%2bmXw5%2bdUoDDBVTw%3d",NA,NA,NA,NA,NA,NA,2,9,28,0.000939249228538078
"283","Florida-B (Diesel)","College","Women","Gainesville","FL","/teams/events/Eventteam/?TeamId=NsI0Bmpu3X%2bnJVGYOcDZql0syHB5qcIC%2fVydMz%2f6NRI%3d",224,"Florida B",-169,"Developmental","Southeast","Florida DI",1,29,90,0.000919960289550322
"284","Smith (Luna Disc (2016-2017))","College","Women","Northampton","MA","/teams/events/Eventteam/?TeamId=RfFjuXlMVU6b8ZKGu3Z3KLwhNvpx%2bGh1tRiqAEyOW0Q%3d",NA,NA,NA,NA,NA,NA,3,10,233,0.000901542890933412
"285","Wellesley-B (Whiptails)","College","Women","Wellesley","MA","/teams/events/Eventteam/?TeamId=ITPUxE1g%2fDIeESis5S%2btSb5JNbfb71NEuFPMWlp3DA8%3d",NA,NA,NA,NA,NA,NA,5,8,292,0.000813322085669877
"286","Rowan (RUF Riders)","College","Women","Glassboro","NJ","/teams/events/Eventteam/?TeamId=bepFPXqKLoLuIsMSj7XtkLY7UQzYI82BaPSTTH4UAXg%3d",NA,NA,NA,NA,NA,NA,1,6,223,0.000809807414796408
"287","Colby (Dazzlin' Assettes)","College","Women","Waterville","ME","/teams/events/Eventteam/?TeamId=fI5VNZIVm5tY%2b0cXSIYF76YD%2bJQm72i6jwI9P9AAexI%3d",NA,NA,NA,NA,NA,NA,0,2,58,0.00077581420825712
"288","Colgate (The Vibe)","College","Women","Hamilton","NY","/teams/events/Eventteam/?TeamId=9rsL%2f59xn4LlAdO6sLFBq332KTPmX2%2fnVJqDuSFywE4%3d",NA,NA,NA,NA,NA,NA,2,10,59,0.000743074330036503
"289","Notre Dame-B (Oh Baby!)","College","Women","Notre Dame","IN","/teams/events/Eventteam/?TeamId=yHzfK4sBlVyzfdmuNQlI%2bXeT5FsqyFepKNh23oVrEmY%3d",221,"Notre Dame B",-112,"Developmental","Great Lakes","Eastern Great Lakes DI",5,15,187,0.000737295416625236
"290","Central Michigan (Shark Bait)","College","Women","Mt. Pleasent","MI","/teams/events/Eventteam/?TeamId=%2b9OybZZ16jq%2fz5EqCcbfPTTc13atGG4jqLFn7%2fgXvyY%3d",NA,NA,NA,NA,NA,NA,5,9,48,0.000666103750907552
"291","Washington-B (Big Bang)","College","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=cG%2fuD%2fcSSu0hZ6r3jkhslaOzkWslwpZYlIkIw%2bL7kPk%3d",NA,NA,NA,NA,NA,NA,1,5,288,0.000636745833873743
"292","Bentley (Salt n Peppa)","College","Women","Waltham","MA","/teams/events/Eventteam/?TeamId=eLVk5BVsK0rJLYOkuNnqc2J3gtlRk0S4vlaaoQelPLk%3d",NA,NA,NA,NA,NA,NA,3,5,19,0.00060096595257655
"293","Eastern Michigan (Raging Peacocks)","College","Women","Ypsilanti","MI","/teams/events/Eventteam/?TeamId=B2zuzi7QOiTGYOVx13VplPhaeScIXHQE4Ej3YVNK0hY%3d",NA,NA,NA,NA,NA,NA,0,7,85,0.000506722544521927
"294","American-B (Dirty Ladies)","College","Women","Washington","DC","/teams/events/Eventteam/?TeamId=iDy97xdthNgrpUx6AGPcf%2b2fJQaQDLCI%2fPxIBr9tNZM%3d",227,"American B",-263,"Developmental","Atlantic Coast","Atlantic Coast Dev",3,21,5,0.000479229102590309
"295","Florida State-B (Seminole Ladies B)","College","Women","Tallahassee","FL","/teams/events/Eventteam/?TeamId=jx%2fjwflDW5VPbwXiBgCgntByh%2fvy%2blSmIuJtx%2br1oiQ%3d",206,"Florida State B",187,"Developmental","Southeast","Florida DI",3,14,92,0.000342668469867699
"296","Emory-B (Emory B)","College","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=%2f7J6RNDclgHvxhYstpezhBPMoK32Bt6BMCV2z1iSFC4%3d",226,"Emory B",-236,"Developmental","Southeast","Southern Appalachian DI",2,10,88,0.000295226181994837
"297","Amherst-B (Darko)","College","Women","Amherst","MA","/teams/events/Eventteam/?TeamId=K%2b0pNRW0acs5bjF6CjxVqngDZZfUTTAYgzsIO3ux0%2fg%3d",NA,NA,NA,NA,NA,NA,2,3,7,0.000283076199978139
